Lexem,Genus,Worttrennung,IPA,Silbenzahl
Nonne,f,Non·ne,ˈnɔnə,2
Nonnenfürzchen,n,Non·nen·fürz·chen,,4
Nonnenfürzle,n,Non·nen·fürz·le,,4
Nonnengans,f,Non·nen·gans,ˈnɔnənˌɡans,3
Nonnenkloster,n,Non·nen·klos·ter,ˈnɔnənˌkloːstɐ,4
Nonogramm,n,No·no·gramm,nonoˈɡʁam,3
Nonpareille,f,Non·pa·reille,ˌnõpaˈʁɛːj,3
Nonplusultra,n,Non·plus·ul·tra,nɔnplʊsˈʊltʁa,4
Nonsens,m,Non·sens,ˈnɔnzɛns,2
Nonylaldehyd,m,No·nyl·al·de·hyd,,5
Noob,m,Noob,nuːp,1
Noologie,f,No·o·lo·gie,nooloˈɡiː,4
Noopsyche,f,No·o·psy·che,nooˈpsyːçə,4
Noosphäre,f,No·o·sphä·re,nooˈsfɛːʁə,4
Nora,f,No·ra,ˈnoːʁa,2
Nord,m,Nord,nɔʁt,1
Nord-Efate,,Nord-Efa·te,,3
Nord-Ndebele,,Nord-Nde·be·le,,4
Nord-Sotho,,Nord-So·tho,,3
Nord-Süd-Richtung,f,Nord-Süd-Rich·tung,ˌnɔʁtˈzyːtˌʁɪçtʊŋ,4
Nordafrikaner,m,Nord·af·ri·ka·ner,ˈnɔʁtʔafʁiˌkaːnɐ,5
Nordaserbaidschanisch,n,Nord·aser·bai·dscha·nisch,ˈnɔʁtʔazɐbaɪ̯ˌd͡ʒaːnɪʃ,5
Nordausgang,m,Nord·aus·gang,ˈnɔʁtʔaʊ̯sˌɡaŋ,3
Nordbairisch,f,Nord·bai·risch,ˈnɔʁtbaɪ̯ʁɪʃ,3
Nordderby,n,Nord·der·by,,3
Norddeutsche,f,Nord·deut·sche,ˈnɔʁtˌdɔɪ̯t͡ʃə,3
Norddeutscher,m,Nord·deut·scher,ˈnɔʁtˌdɔɪ̯t͡ʃɐ,3
Nordeingang,m,Nord·ein·gang,ˈnɔʁtʔaɪ̯nˌɡaŋ,3
Norden,m,Nor·den,ˈnɔʁdn̩,2
Nordeuropäer,m,Nord·eu·ro·pä·er,nɔʁtʔɔɪ̯ʁoˈpɛːɐ,5
Nordeuropäerin,f,Nord·eu·ro·pä·e·rin,nɔʁtʔɔɪ̯ʁoˈpɛːəʁɪn,6
Nordfriesisch,f,Nord·frie·sisch,ˈnɔʁtˌfʁiːzɪʃ,3
Nordgrenze,f,Nord·gren·ze,ˈnɔʁtˌɡʁɛnt͡sə,3
Nordhalbkugel,f,Nord·halb·ku·gel,ˈnɔʁtˌhalpkuːɡl̩,4
Nordhang,m,Nord·hang,ˈnɔʁtˌhaŋ,2
Nordhimmel,m,Nord·him·mel,ˈnɔʁtˌhɪml̩,3
Nordhälfte,f,Nord·hälf·te,ˈnɔʁtˌhɛlftə,3
Nordhäuser,m,Nord·häu·ser,ˈnɔʁtˌhɔɪ̯zɐ,3
Nordist,m,Nor·dist,nɔʁˈdɪst,2
Nordistik,f,Nor·dis·tik,nɔʁˈdɪstɪk,3
Nordkanada,n,Nord·ka·na·da,ˈnɔʁtˌkanada,4
Nordkoreaner,m,Nord·ko·re·a·ner,ˈnɔʁtkoʁeˌaːnɐ,5
Nordkoreanerin,f,Nord·ko·re·a·ne·rin,ˈnɔʁtkoʁeˌaːnəʁɪn,6
Nordküste,f,Nord·küs·te,ˈnɔʁtˌkʏstə,3
Nordlicht,n,Nord·licht,ˈnɔʁtˌlɪçt,2
Nordländer,m,Nord·län·der,ˈnɔʁtˌlɛndɐ,3
Nordmann,m,Nord·mann,ˈnɔʁtˌman,2
Nordmeer,n,Nord·meer,ˈnɔʁtˌmeːɐ̯,2
Nordniederdeutsch,f,Nord·nie·der·deutsch,ˈnɔʁtˌniːdɐdɔɪ̯t͡ʃ,4
Nordnordosten,m,Nord·nord·os·ten,ˌnɔʁtnɔʁtˈʔɔstn̩,4
Nordost,m,Nord·ost,nɔʁtˈʔɔst,2
Nordosten,m,Nord·os·ten,nɔʁtˈʔɔstn̩,3
Nordostpassage,f,Nord·ost·pas·sa·ge,nɔʁtˈʔɔstpaˌsaːʒə,5
Nordostseekanal,m,Nord·ost·see·ka·nal,nɔʁtˈʔɔstzeːkaˌnaːl,5
Nordostwind,m,Nord·ost·wind,nɔʁtˈʔɔstˌvɪnt,3
Nordpol,m,Nord·pol,ˈnɔʁtˌpoːl,2
Nordrand,m,Nord·rand,ˈnɔʁtˌʁant,2
Nordrhein-Westfale,m,Nord·rhein-West·fa·le,ˌnɔʁtʁaɪ̯nvɛstˈfaːlə,5
Nordrhein-Westfälin,f,Nord·rhein-West·fä·lin,ˌnɔʁtʁaɪ̯nvɛstˈfɛːlɪn,5
Nordsamisch,,Nord·sa·misch,ˈnɔʁtˌzaːmɪʃ,3
Nordseehafen,m,Nord·see·ha·fen,ˈnɔʁtzeːˌhaːfn̩,4
Nordseeinsel,f,Nord·see·in·sel,ˈnɔʁtzeːˌʔɪnzl̩,4
Nordseesehnsucht,f,Nord·see·sehn·sucht,ˈnɔʁtzeːˌzeːnzʊxt,4
Nordseestrand,m,Nord·see·strand,ˈnɔʁtzeːˌʃtʁant,3
Nordseite,f,Nord·sei·te,ˈnɔʁtˌzaɪ̯tə,3
Nordspitze,f,Nord·spit·ze,ˈnɔʁtˌʃpɪt͡sə,3
Nordstadt,f,Nord·stadt,ˈnɔʁtˌʃtat,2
Nordsternhimmel,m,Nord·stern·him·mel,ˈnɔʁtˌʃtɛʁnhɪml̩,4
Nordteil,m,Nord·teil,ˈnɔʁtˌtaɪ̯l,2
Nordufer,n,Nord·ufer,ˈnɔʁtˌʔuːfɐ,2
Nordvorstadt,f,Nord·vor·stadt,ˈnɔʁtfoːɐ̯ˌʃtat,3
Nordwand,f,Nord·wand,ˈnɔʁtˌvant,2
Nordwest,m,Nord·west,nɔʁtˈvɛst,2
Nordwest-Passage,f,Nord·west-Pas·sa·ge,nɔʁtˈvɛstpaˌsaːʒə,5
Nordwesten,m,Nord·wes·ten,nɔʁtˈvɛstn̩,3
Nordwestwind,m,Nord·west·wind,nɔʁtˈvɛstˌvɪnt,3
Nordwind,m,Nord·wind,ˈnɔʁtˌvɪnt,2
Norgerl,n,Nor·gerl,ˈnɔʁɡɐl,2
Noriker,m,No·ri·ker,ˈnoːʁɪkɐ,3
Norm,f,Norm,nɔʁm,1
Normabweichung,f,Norm·ab·wei·chung,ˈnɔʁmˌʔapvaɪ̯çʊŋ,4
Normal,n,Nor·mal,nɔʁˈmaːl,2
Normalbetrieb,m,Nor·mal·be·trieb,nɔʁˈmaːlbəˌtʁiːp,4
Normalbürger,m,Nor·mal·bür·ger,nɔʁˈmaːlˌbʏʁɡɐ,4
Normale,f,Nor·ma·le,nɔʁˈmaːlə,3
Normalenvektor,m,Nor·ma·len·vek·tor,nɔʁˈmaːlənˌvɛktoːɐ̯,5
Normalfall,m,Nor·mal·fall,nɔʁˈmaːlˌfal,3
Normalform,f,Nor·mal·form,nɔʁˈmaːlˌfɔʁm,3
Normalisierung,f,Nor·ma·li·sie·rung,noʁmaliˈziːʁʊŋ,5
Normalität,f,Nor·ma·li·tät,nɔʁmaliˈtɛːt,4
Normalkraft,f,Nor·mal·kraft,nɔʁˈmaːlˌkʁaft,3
Normallüftung,f,Nor·mal·lüf·tung,nɔʁˈmaːlˌlʏftʊŋ,4
Normalo,m,Nor·ma·lo,nɔʁˈmaːlo,3
Normalschanze,f,Nor·mal·schan·ze,nɔʁˈmaːlˌʃant͡sə,4
Normalspurbahn,f,Nor·mal·spur·bahn,nɔʁˈmaːlʃpuːɐ̯ˌbaːn,4
Normalteiler,m,Nor·mal·tei·ler,nɔʁˈmaːlˌtaɪ̯lɐ,4
Normalverteilung,f,Nor·mal·ver·tei·lung,nɔʁˈmaːlfɛɐ̯ˌtaɪ̯lʊŋ,5
Normalzeit,f,Nor·mal·zeit,nɔʁˈmaːlˌt͡saɪ̯t,3
Normanne,m,Nor·man·ne,nɔʁˈmanə,3
Normannisch,,Nor·man·nisch,nɔʁˈmanɪʃ,3
Normdatei,f,Norm·da·tei,ˈnɔʁmdaˌtaɪ̯,3
Normdaten,,Norm·da·ten,ˈnɔʁmˌdaːtn̩,3
Normierung,f,Nor·mie·rung,nɔʁˈmiːʁʊŋ,3
Normopathie,f,Nor·mo·pa·thie,nɔʁmopaˈtiː,4
Normverstoß,m,Norm·ver·stoß,ˈnɔʁmfɛɐ̯ˌʃtoːs,3
Norne,f,Nor·ne,ˈnɔʁnə,2
Norovirus,mn,No·ro·vi·rus,ˈnoːʁoˌviːʁʊs,4
Norweger,m,Nor·we·ger,ˈnɔʁˌveːɡɐ,3
Norwegerin,f,Nor·we·ge·rin,ˈnɔʁˌveːɡəʁɪn,4
Norwegisch,f,Nor·we·gisch,ˈnɔʁˌveːɡɪʃ,3
Nosemose,f,No·se·mo·se,nozəˈmoːzə,4
Nosologie,f,No·so·lo·gie,nozoloˈɡiː,4
Nostalgie,f,Nos·t·al·gie,nɔstalˈɡiː,4
Nostrifikation,f,Nos·t·ri·fi·ka·ti·on,ˌnɔstʁifikaˈt͡si̯oːn,7
Nostrifizierung,f,Nos·t·ri·fi·zie·rung,nɔstʁifiˈt͡siːʁʊŋ,6
Not,f,Not,noːt,1
Not-OP,f,Not-OP,ˈnoːtʔoːˌpeː,2
Notabilität,f,No·ta·bi·li·tät,ˌnotabiliˈtɛːt,5
Notabitur,n,Not·ab·i·tur,ˈnoːtʔabiˌtuːɐ̯,4
Notanker,m,Not·an·ker,ˈnoːtˌʔaŋkɐ,3
Notapotheke,f,Not·apo·the·ke,ˈnoːtʔapoˌteːkə,4
Notar,m,No·tar,noˈtaːɐ̯,2
Notariat,n,No·ta·ri·at,notaˈʁi̯aːt,4
Notarin,f,No·ta·rin,noˈtaːʁɪn,3
Notarzt,m,Not·arzt,ˈnoːtˌʔaʁt͡st,2
Notarzteinsatzfahrzeug,n,Not·arzt·ein·satz·fahr·zeug,ˈnoːtʔaːɐ̯t͡stˌʔaɪ̯nzat͡sˌfaːɐ̯t͡sɔɪ̯k,6
Notarztwagen,m,Not·arzt·wa·gen,ˈnoːtʔaʁt͡stˌvaːɡn̩,4
Notation,f,No·ta·ti·on,notaˈt͡si̯oːn,4
Notaufnahme,f,Not·auf·nah·me,ˈnoːtʔaʊ̯fˌnaːmə,4
Notausgang,m,Not·aus·gang,ˈnoːtʔaʊ̯sˌɡaŋ,3
Notbeleuchtung,f,Not·be·leuch·tung,ˈnoːtbəˌlɔɪ̯çtʊŋ,4
Notbetrieb,m,Not·be·trieb,ˈnoːtbəˌtʁiːp,3
Notbremse,f,Not·brem·se,ˈnoːtˌbʁɛmzə,3
Notbrücke,f,Not·brü·cke,ˈnoːtˌbʁʏkə,3
Notdienst,m,Not·dienst,ˈnoːtˌdiːnst,2
Notdurft,f,Not·durft,ˈnoːtˌdʊʁft,2
Note,f,No·te,ˈnoːtə,2
Notenbank,f,No·ten·bank,ˈnoːtn̩ˌbaŋk,3
Notenbuch,n,No·ten·buch,ˈnoːtn̩ˌbuːx,3
Notendurchschnitt,m,No·ten·durch·schnitt,ˈnoːtn̩ˌdʊʁçʃnɪt,4
Notenhals,m,No·ten·hals,ˈnoːtn̩ˌhals,3
Notenheft,n,No·ten·heft,ˈnoːtn̩ˌhɛft,3
Notenkatalog,m,No·ten·ka·ta·log,ˈnoːtn̩kataˌloːk,5
Notenlehre,f,No·ten·leh·re,ˈnoːtn̩ˌleːʁə,4
Notenliniensystem,n,No·ten·li·ni·en·sys·tem,ˈnoːtn̩ˌliːni̯ənzʏsteːm,7
Notensatzprogramm,n,No·ten·satz·pro·gramm,,5
Notenschlüssel,m,No·ten·schlüs·sel,ˈnoːtn̩ˌʃlʏsl̩,4
Notenschutz,m,No·ten·schutz,ˈnoːtn̩ˌʃʊt͡s,3
Notenskala,f,No·ten·ska·la,ˈnoːtn̩ˌskaːla,4
Notenspiegel,m,No·ten·spie·gel,ˈnoːtn̩ˌʃpiːɡl̩,4
Notenständer,m,No·ten·stän·der,ˈnoːtn̩ˌʃtɛndɐ,4
Notentriegelung,f,Not·ent·rie·ge·lung,ˈnoːtʔɛntˌʁiːɡəlʊŋ,5
Notentwässerung,f,Not·ent·wäs·se·rung,,5
Notenvergabe,f,No·ten·ver·ga·be,ˈnoːtn̩fɛɐ̯ˌɡaːbə,5
Notexamen,n,Not·exa·men,ˈnoːtʔɛˌksaːmən,3
Notfall,m,Not·fall,ˈnoːtˌfal,2
Notfallmedizin,f,Not·fall·me·di·zin,ˈnoːtfalmediˌt͡siːn,5
Notfallmediziner,m,Not·fall·me·di·zi·ner,ˈnoːtfalmediˌt͡siːnɐ,6
Notfallmedizinerin,f,Not·fall·me·di·zi·ne·rin,ˈnoːtfalmediˌt͡siːnəʁɪn,7
Notfallplan,m,Not·fall·plan,ˈnoːtfalˌplaːn,3
Notfallsanitäter,m,Not·fall·sa·ni·tä·ter,ˈnoːtfalzaniˌtɛːtɐ,6
Notfallverhütung,f,Not·fall·ver·hü·tung,ˈnoːtfalfɛɐ̯ˌhyːtʊŋ,5
Notfenster,n,Not·fens·ter,ˈnoːtˌfɛnstɐ,3
Notgeld,n,Not·geld,ˈnoːtɡɛlt,2
Notgrabung,f,Not·gra·bung,ˈnoːtˌɡʁaːbʊŋ,3
Notgroschen,m,Not·gro·schen,ˈnoːtˌɡʁɔʃn̩,3
Nothilfe,f,Not·hil·fe,ˈnoːtˌhɪlfə,3
Notiz,f,No·tiz,noˈtiːt͡s,2
Notizblock,m,No·tiz·block,noˈtiːt͡sˌblɔk,3
Notizbuch,n,No·tiz·buch,noˈtiːt͡sˌbuːx,3
Notizensammlung,f,No·ti·zen·samm·lung,noˈtiːt͡sn̩ˌzamlʊŋ,5
Notizzettel,m,No·tiz·zet·tel,noˈtiːt͡sˌt͡sɛtl̩,4
Notkaiserschnitt,m,Not·kai·ser·schnitt,ˈnoːtkaɪ̯zɐˌʃnɪt,4
Notkapelle,f,Not·ka·pel·le,ˈnoːtkaˌpɛlə,4
Notkirche,f,Not·kir·che,ˈnoːtˌkɪʁçə,3
Notlage,f,Not·la·ge,ˈnoːtˌlaːɡə,3
Notlandung,f,Not·lan·dung,ˈnoːtˌlandʊŋ,3
Notlösung,f,Not·lö·sung,ˈnoːtˌløːzʊŋ,3
Notlüftung,f,Not·lüf·tung,ˈnoːtˌlʏftʊŋ,3
Notlüge,f,Not·lü·ge,ˈnoːtˌlyːɡə,3
Notnagel,m,Not·na·gel,ˈnoːtˌnaːɡl̩,3
Notname,m,Not·na·me,ˈnoːtˌnaːmə,3
Notogäa,f,No·to·gäa,notoˈɡɛːa,3
Notorietät,f,No·to·ri·e·tät,ˌnotoʁieˈtɛːt,5
Notprüfung,f,Not·prü·fung,ˈnoːtˌpʁyːfʊŋ,3
Notration,f,Not·ra·ti·on,ˈnoːtʁaˌt͡si̯oːn,4
Notruf,m,Not·ruf,ˈnoːtˌʁuːf,2
Notrufnummer,f,Not·ruf·num·mer,ˈnoːtʁuːfˌnʊmɐ,4
Notrufsäule,f,Not·ruf·säu·le,ˈnoːtʁuːfˌzɔɪ̯lə,4
Notschlachtung,f,Not·schlach·tung,ˈnoːtˌʃlaxtʊŋ,3
Notstand,m,Not·stand,ˈnoːtˌʃtant,2
Notstandsgebiet,n,Not·stands·ge·biet,ˈnoːtʃtant͡sɡəˌbiːt,4
Notstandsgesetz,n,Not·stands·ge·setz,ˈnoːtʃtant͡sɡəˌzɛt͡s,4
Notstrom,m,Not·strom,ˈnoːtʃtʁoːm,2
Notstromaggregat,n,Not·strom·ag·gre·gat,ˈnoːtʃtʁoːmʔaɡʁeˌɡaːt,5
Notstromgenerator,m,Not·strom·ge·ne·ra·tor,ˈnoːtʃtʁoːmɡenəˌʁaːtoːɐ̯,6
Nottaufe,f,Not·tau·fe,ˈnoːtˌtaʊ̯fə,3
Nottrauung,f,Not·trau·ung,ˈnoːtˌtʁaʊ̯ʊŋ,3
Notturno,n,Not·tur·no,nɔˈtʊʁno,3
Nottötung,f,Not·tö·tung,ˈnoːtˌtøːtʊŋ,3
Nottür,f,Not·tür,ˈnoːtˌtyːɐ̯,2
Notunterkunft,f,Not·un·ter·kunft,ˈnoːtʔʊntɐˌkʊnft,4
Notverordnung,f,Not·ver·ord·nung,ˈnoːtfɛɐ̯ˌʔɔʁdnʊŋ,4
Notwasserung,f,Not·was·se·rung,ˈnoːtvasəʁʊŋ,4
Notwehr,f,Not·wehr,ˈnoːtˌveːɐ̯,2
Notwendigkeit,f,Not·wen·dig·keit,ˈnoːtˌvɛndɪçkaɪ̯t,4
Notzeit,f,Not·zeit,ˈnoːtˌt͡saɪ̯t,2
Notärztin,f,Not·ärz·tin,ˈnoːtʔɛːɐ̯t͡stɪn,3
Nougat,mn,Nou·gat,ˈnuːɡat,2
Nova,f,No·va,ˈnoːva,2
Novelle,f,No·vel·le,noˈvɛlə,3
Novellensammlung,f,No·vel·len·samm·lung,noˈvɛlənˌzamlʊŋ,5
Novellierung,f,No·vel·lie·rung,novɛˈliːʁʊŋ,4
Novellist,m,No·vel·list,novɛˈlɪst,3
Novellistin,f,No·vel·lis·tin,novɛˈlɪstɪn,4
November,m,No·vem·ber,noˈvɛmbɐ,3
Novemberabend,m,No·vem·ber·abend,noˈvɛmbɐˌʔaːbn̩t,4
Novemberausgabe,f,No·vem·ber·aus·ga·be,noˈvɛmbɐˌʔaʊ̯sɡaːbə,6
Novemberheft,n,No·vem·ber·heft,noˈvɛmbɐˌhɛft,4
Novemberhälfte,f,No·vem·ber·hälf·te,noˈvɛmbɐˌhɛlftə,5
Novembermorgen,m,No·vem·ber·mor·gen,noˈvɛmbɐˌmɔʁɡn̩,5
Novembernacht,f,No·vem·ber·nacht,noˈvɛmbɐˌnaxt,4
Novemberrevolution,f,No·vem·ber·re·vo·lu·ti·on,noˈvɛmbɐʁevoluˌt͡si̯oːn,8
Novembersitzung,f,No·vem·ber·sit·zung,noˈvɛmbɐˌzɪt͡sʊŋ,5
Novembersturm,m,No·vem·ber·sturm,noˈvɛmbɐˌʃtʊʁm,4
Novembertag,m,No·vem·ber·tag,noˈvɛmbɐˌtaːk,4
Novemberwind,m,No·vem·ber·wind,noˈvɛmbɐˌvɪnt,4
Novemberwoche,f,No·vem·ber·wo·che,noˈvɛmbɐˌvɔxə,5
Novial,,No·vi·al,ˌnoviˈaːl,3
Novität,f,No·vi·tät,ˌnoviˈtɛːt,3
Novitätseffekt,m,No·vi·täts·ef·fekt,,5
Novize,fm,No·vi·ze,noˈviːt͡sə,3
Noviziat,n,No·vi·zi·at,noviˈt͡si̯aːt,4
Novum,n,No·vum,ˈnoːvʊm,2
Nu,mn,Nu,nuː,1
Nu Metal,m,Nu,nuː,1
Nuance,f,Nu·an·ce,nyˈɑ̃ːsə,3
Nuckel,m,Nu·ckel,ˈnʊkl̩,2
Nucleinsäure,f,Nu·cle·in·säu·re,nukleˈiːnˌzɔɪ̯ʁə,5
Nudel,f,Nu·del,ˈnuːdl̩,2
Nudelbrühe,f,Nu·del·brü·he,ˈnuːdl̩ˌbʁyːə,4
Nudelgericht,n,Nu·del·ge·richt,ˈnuːdl̩ɡəˌʁɪçt,4
Nudelholz,n,Nu·del·holz,ˈnuːdl̩ˌhɔlt͡s,3
Nudelmaschine,f,Nu·del·mas·chi·ne,ˈnuːdl̩maˌʃiːnə,5
Nudelsalat,m,Nu·del·sa·lat,ˈnuːdl̩zaˌlaːt,4
Nudelsieb,n,Nu·del·sieb,ˈnuːdl̩ˌziːp,3
Nudelsorte,f,Nu·del·sor·te,ˈnuːdl̩ˌzɔʁtə,4
Nudelsuppe,f,Nu·del·sup·pe,ˈnuːdl̩ˌzʊpə,4
Nudelteig,m,Nu·del·teig,ˈnuːdl̩ˌtaɪ̯k,3
Nudging,n,Nud·ging,ˈnad͡ʒɪŋ,2
Nudist,m,Nu·dist,nuˈdɪst,2
Nudistin,f,Nu·dis·tin,nuˈdɪstɪn,3
Nudossi,fmn,Nu·dos·si,nuˈdɔsi,3
Nugat,mn,Nu·gat,ˈnuːɡat,2
Nuklearkriminalität,f,Nu·k·le·ar·kri·mi·na·li·tät,nukleˈaːɐ̯kʁiminaliˌtɛːt,9
Nuklearsprengkopf,m,Nu·k·le·ar·spreng·kopf,nukleˈaːɐ̯ʃpʁɛŋˌkɔp͡f,6
Nuklearwaffe,f,Nu·k·le·ar·waf·fe,nukleˈaːɐ̯ˌvafə,6
Nuklein,n,Nu·kle·in,nukleˈiːn,3
Nukleinsäure,f,Nu·kle·in·säu·re,nukleˈiːnˌzɔɪ̯ʁə,5
Nukleon,n,Nu·k·le·on,ˈnuːkleɔn,4
Nukleosynthese,f,Nu·kle·o·syn·the·se,nukleozʏnˈteːzə,6
Nukleus,m,Nu·k·le·us,ˈnuːkleʊs,4
Null,fmn,Null,nʊl,1
Null-Allomorph,n,Null-Al·lo·morph,ˈnʊlʔaloˌmɔʁf,4
Null-Fuge,f,Null-Fu·ge,ˈnʊlˌfuːɡə,3
Null-Leiter,m,Null-Lei·ter,,3
Null-Null,n,Null-Null,ˈnʊlˈnʊl,2
Null-Toleranz-Politik,f,Null-To·le·ranz-Po·li·tik,nʊltoləˈʁant͡spoliˌtɪk,7
Nullableitung,f,Null·ab·lei·tung,ˈnʊlˌʔaplaɪ̯tʊŋ,4
Nullallomorph,n,Null·al·lo·morph,ˈnʊlʔaloˌmɔʁf,4
Nullartikel,m,Null·ar·ti·kel,ˈnʊlʔaʁˌtiːkl̩,4
Nullball,m,Null·ball,ˈnʊlbal,2
Nullbudget,n,Null·bud·get,ˈnʊlbyˌd͡ʒeː,3
Nulldiät,f,Null·di·ät,ˈnʊldiˌɛːt,3
Nullerjahre,,Nul·ler·jah·re,ˈnʊlɐˌjaːʁə,4
Nullfolge,f,Null·fol·ge,ˈnʊlˌfɔlɡə,3
Nullfuge,f,Null·fu·ge,ˈnʊlˌfuːɡə,3
Nullhypothese,f,Null·hy·po·the·se,ˈnʊlhypoˌteːzə,5
Nullipara,f,Nul·li·pa·ra,nʊˈliːpaʁa,4
Nullität,f,Nul·li·tät,nʊliˈtɛːt,3
Nulllage,f,Null·la·ge,ˈnʊlˌlaːɡə,3
Nullleiter,m,Null·lei·ter,ˈnʊlˌlaɪ̯tɐ,3
Nulllösung,f,Null·lö·sung,ˈnʊlˌløːzʊŋ,3
Nullmenge,f,Null·men·ge,ˈnʊlˌmɛŋə,3
Nullmeridian,m,Null·me·ri·di·an,ˈnʊlmeʁiˌdi̯aːn,5
Nullmorphem,n,Null·mor·phem,ˈnʊlmɔʁˌfeːm,3
Nullnummer,f,Null·num·mer,ˈnʊlˌnʊmɐ,3
Nullpolynom,n,Null·po·ly·nom,ˈnʊlpolyˌnoːm,4
Nullpunkt,m,Null·punkt,ˈnʊlˌpʊŋkt,2
Nullrunde,f,Null·run·de,ˈnʊlˌʁʊndə,3
Nullsprachler,m,Null·sprach·ler,ˈnʊlˌʃpʁaːxlɐ,3
Nullstelle,f,Null·stel·le,ˈnʊlˌʃtɛlə,3
Nullstellenmenge,f,Null·stel·len·men·ge,ˈnʊlʃtɛlənˌmɛŋə,5
Nullsubjekt,n,Null·sub·jekt,ˈnʊlˌzʊpjɛkt,3
Nullsummenspiel,n,Null·sum·men·spiel,ˈnʊlzʊmənˌʃpiːl,4
Nulltel,mn,Null·tel,ˈnʊltl̩,2
Nullum,n,Nul·lum,ˈnʊlʊm,2
Nullvektor,m,Null·vek·tor,ˈnʊlˌvɛktoːɐ̯,3
Nullwachstum,n,Null·wachs·tum,ˈnʊlˌvakstuːm,3
Nulpe,f,Nul·pe,ˈnʊlpə,2
Numen,n,Nu·men,ˈnuːmən,2
Numerale,n,Nu·me·ra·le,numeˈʁaːlə,4
Numeri,f,Nu·me·ri,ˈnuːməʁi,3
Numerik,f,Nu·me·rik,nuˈmeːʁɪk,3
Numero,n,Nu·me·ro,ˈnʊmeʁo,3
Numerologie,f,Nu·me·ro·lo·gie,numeʁoloˈɡiː,5
Numeronym,n,Nu·me·ro·nym,numeʁoˈnyːm,4
Numerus,m,Nu·me·rus,ˈnuːməʁʊs,3
Numerus clausus,m,Nu·me·rus,ˈnʊmeʁʊs,3
Numetal,m,Nu·me·tal,,3
Numismatik,f,Nu·mis·ma·tik,numɪsˈmaːtɪk,4
Numismatiker,m,Nu·mis·ma·ti·ker,numɪsˈmaːtɪkɐ,5
Nummer,f,Num·mer,ˈnʊmɐ,2
Nummerierung,f,Num·me·rie·rung,nʊməˈʁiːʁʊŋ,4
Nummernband,n,Num·mern·band,ˈnʊmɐnˌbant,3
Nummernkonto,n,Num·mern·kon·to,ˈnʊmɐnˌkɔnto,4
Nummernschild,n,Num·mern·schild,ˈnʊmɐnˌʃɪlt,3
Nummerntafel,f,Num·mern·ta·fel,ˈnʊmɐnˌtaːfl̩,4
Nummulit,m,Num·mu·lit,nʊmuˈliːt,3
Nunatak,m,Nu·na·tak,,3
Nunchaku,n,Nun·cha·ku,nʊnˈt͡ʃaku,3
Nuntiatur,f,Nun·ti·a·tur,nʊnt͡si̯aˈtuːɐ̯,4
Nuntius,m,Nun·ti·us,ˈnʊnt͡si̯ʊs,3
Nupturient,m,Nup·tu·ri·ent,nʊptuˈʁi̯ɛnt,4
Nurage,fm,Nu·ra·ge,nuˈʁaːɡə,3
Nuraghe,fm,Nu·ra·ghe,nuˈʁaːɡə,3
Nurflügel,m,Nur·flü·gel,ˈnuːɐ̯ˌflyːɡəl,3
Nurse,f,Nurse,nœʁs,1
Nuss,f,Nuss,nʊs,1
Nussbaum,m,Nuss·baum,ˈnʊsˌbaʊ̯m,2
Nussbaumholz,n,Nuss·baum·holz,ˈnʊsbaʊ̯mˌhɔlt͡s,3
Nussenkasten,m,Nus·sen·kas·ten,ˈnʊsn̩ˌkastn̩,4
Nussfüllung,f,Nuss·fül·lung,ˈnʊsˌfʏlʊŋ,3
Nussknacker,m,Nuss·kna·cker,ˈnʊsknakɐ,3
Nusspfirsich,m,Nuss·pfir·sich,ˈnʊsˌp͡fɪʁzɪç,3
Nusspilz,m,Nuss·pilz,ˈnʊsˌpɪlts,2
Nussschale,f,Nuss·scha·le,ˈnʊsˌʃaːlə,3
Nussschinken,m,Nuss·schin·ken,ˈnʊsˌʃɪŋkn̩,3
Nussschokolade,f,Nuss·scho·ko·la·de,ˈnʊsʃokoˌlaːdə,5
Nussstrudel,m,Nuss·stru·del,ˈnʊsˌʃtʁuːdl̩,3
Nusstorte,f,Nuss·tor·te,ˈnʊsˌtɔʁtə,3
Nut,f,Nut,nuːt,1
Nutation,f,Nu·ta·ti·on,nutaˈt͡si̯oːn,4
Nute,f,Nu·te,ˈnuːtə,2
Nutella,fmn,Nu·tel·la,nuˈtɛla,3
Nutraceutical,n,Nu·t·ra·ceu·ti·cal,,6
Nutramin,n,Nu·t·ra·min,nutʁaˈmiːn,4
Nutria,fm,Nu·t·ria|Nu·tria,ˈnuːtʁɪa,4
Nutriceutical,n,Nu·t·ri·ceu·ti·cal,,6
Nutriment,n,Nu·t·ri·ment,nutʁiˈmɛnt,4
Nutrimentum,n,Nu·t·ri·men·tum,nutʁiˈmɛntʊm,5
Nutrition,f,Nu·t·ri·ti·on,nutʁiˈt͡si̯oːn,5
Nutsche,f,Nut·sche,ˈnuːt͡ʃə,2
Nutte,f,Nut·te,ˈnʊtə,2
Nuttendiesel,m,Nut·ten·die·sel,ˈnʊtn̩ˌdiːzl̩,4
Nutzen,m,Nut·zen,ˈnʊt͡sn̩,2
Nutzer,m,Nut·zer,ˈnʊt͡sɐ,2
Nutzerin,f,Nut·ze·rin,ˈnʊt͡səʁɪn,3
Nutzfahrzeug,n,Nutz·fahr·zeug,ˈnʊt͡sˌfaːɐ̯t͡sɔɪ̯k,3
